API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Tue Sep 15 19:17:20 2026 Pasadena, USA      / Horizons    
 2003-Sep-19 18:00:00, , , 06 31 14.539820, +26 52 19.75459,  06 31 27.206524, +26 52 15.18955,
 2003-Sep-20 00:00:00, , , 06 44 58.986011, +26 51 30.73690,  06 45 11.568158, +26 51 22.13773,
 2003-Sep-20 06:00:00, , , 06 58 47.265283, +26 45 40.15562,  06 58 59.747033, +26 45 27.58373,
 2003-Sep-20 12:00:00, , , 07 12 38.460487, +26 34 44.39078,  07 12 50.826725, +26 34 27.92637,
 2003-Sep-20 18:00:00, , , 07 26 31.636647, +26 18 40.95688,  07 26 43.873290, +26 18 20.69815,
 2003-Sep-21 00:00:00, , , 07 40 25.860555, +25 57 28.56715,  07 40 37.954835, +25 57 04.62934,
 2003-Sep-21 06:00:00, , , 07 54 20.220546, +25 31 07.18294,  07 54 32.161265, +25 30 39.69701,
 2003-Sep-21 12:00:00, , , 08 08 13.845744, +24 59 38.04766,  08 08 25.623479, +24 59 07.15871,
 2003-Sep-21 18:00:00, , , 08 22 05.924098, +24 23 03.70523,  08 22 17.531372, +24 22 29.57075,
 2003-Sep-22 00:00:00, , , 08 35 55.718638, +23 41 28.00416,  08 36 07.150026, +23 40 50.79218,
 2003-Sep-22 06:00:00, , , 08 49 42.581448, +22 54 56.08866,  08 49 53.833649, +22 54 15.97577,
 2003-Sep-22 12:00:00, , , 09 03 25.965057, +22 03 34.37865,  09 03 37.036901, +22 02 51.54801,
 2003-Sep-22 18:00:00, , , 09 17 05.431038, +21 07 30.54095,  09 17 16.323458, +21 06 45.18044,
 2003-Sep-23 00:00:00, , , 09 30 40.655797, +20 06 53.45394,  09 30 51.371758, +20 06 05.75431,
 2003-Sep-23 06:00:00, , , 09 44 11.433645, +19 01 53.16783,  09 44 21.978042, +19 01 03.32107,
 2003-Sep-23 12:00:00, , , 09 57 37.677350, +17 52 40.86250,  09 57 48.056885, +17 51 49.06039,
 2003-Sep-23 18:00:00, , , 10 10 59.416465, +16 39 28.80456,  10 11 09.639501, +16 38 35.23746,
 2003-Sep-24 00:00:00, , , 10 24 16.793737, +15 22 30.30480,  10 24 26.870146, +15 21 35.16064,
 2003-Sep-24 06:00:00, , , 10 37 30.059965, +14 01 59.67675,  10 37 40.000974, +14 01 03.14032,
 2003-Sep-24 12:00:00, , , 10 50 39.567627, +12 38 12.19678,  10 50 49.385664, +12 37 14.44921,
 2003-Sep-24 18:00:00, , , 11 03 45.763596, +11 11 24.06549,  11 03 55.472140, +11 10 25.28407,
 2003-Sep-25 00:00:00, , , 11 16 49.181187, +09 41 52.37022,  11 16 58.794632, +09 40 52.72836,
 2003-Sep-25 06:00:00, , , 11 29 50.431776, +08 09 55.04792,  11 29 59.965301, +08 08 54.71541,
 2003-Sep-25 12:00:00, , , 11 42 50.196110, +06 35 50.84760,  11 42 59.665560, +06 34 49.99101,
 2003-Sep-25 18:00:00, , , 11 55 49.215411, +04 59 59.29144,  11 55 58.637189, +04 58 58.07476,
 2003-Sep-26 00:00:00, , , 12 08 48.282305, +03 22 40.63375,  12 08 57.673273, +03 21 39.21914,
 2003-Sep-26 06:00:00, , , 12 21 48.231545, +01 44 15.81667,  12 21 57.608931, +01 43 14.36536,
 2003-Sep-26 12:00:00, , , 12 34 49.930465, +00 05 06.42188,  12 34 59.311772, +00 04 05.09515,
 2003-Sep-26 18:00:00, , , 12 47 54.269039, -01 34 25.38256,  12 48 03.671955, -01 35 26.42228,
 2003-Sep-27 00:00:00, , , 13 01 02.149414, -03 13 56.90104,  13 01 11.591722, -03 14 57.48911,
 2003-Sep-27 06:00:00, , , 13 14 14.474749, -04 53 04.97569,  13 14 23.974223, -04 54 04.94412,
 2003-Sep-27 12:00:00, , , 13 27 32.137176, -06 31 26.05892,  13 27 41.711471, -06 32 25.23536,
 2003-Sep-27 18:00:00, , , 13 40 56.004732, -08 08 36.29418,  13 41 05.671258, -08 09 34.50091,
 2003-Sep-28 00:00:00, , , 13 54 26.907117, -09 44 11.60582,  13 54 36.682892, -09 45 08.65892,
 2003-Sep-28 06:00:00, , , 14 08 05.620174, -11 17 47.79940,  14 08 15.521655, -11 18 43.50807,
 2003-Sep-28 12:00:00, , , 14 21 52.849090, -12 49 00.67346,  14 22 02.891984, -12 49 54.83962,
 2003-Sep-28 18:00:00, , , 14 35 49.210375, -14 17 26.14446,  14 35 59.409422, -14 18 18.56256,
 2003-Sep-29 00:00:00, , , 14 49 55.212854, -15 42 40.38592,  14 50 05.581583, -15 43 30.84313,
 2003-Sep-29 06:00:00, , , 15 04 11.238007, -17 04 19.98311,  15 04 21.788477, -17 05 08.25991,
 2003-Sep-29 12:00:00, , , 15 18 37.520248, -18 22 02.10419,  15 18 48.262769, -18 22 47.97533,
 2003-Sep-29 18:00:00, , , 15 33 14.127852, -19 35 24.68771,  15 33 25.070699, -19 36 07.92367,
 2003-Sep-30 00:00:00, , , 15 48 00.945502, -20 44 06.64592,  15 48 12.094636, -20 44 47.01482,
 2003-Sep-30 06:00:00, , , 16 02 57.659542, -21 47 48.08163,  16 03 09.018349, -21 48 25.35164,
 2003-Sep-30 12:00:00, , , 16 18 03.747184, -22 46 10.51528,  16 18 15.316248, -22 46 44.45742,
 2003-Sep-30 18:00:00, , , 16 33 18.470906, -23 38 57.11654,  16 33 30.247835, -23 39 27.50790,
 2003-Oct-01 00:00:00, , , 16 48 40.879212, -24 25 52.93385,  16 48 52.858542, -24 26 19.56110,
 2003-Oct-01 06:00:00, , , 17 04 09.814715, -25 06 45.11298,  17 04 21.987898, -25 07 07.77601,
 2003-Oct-01 12:00:00, , , 17 19 43.930112, -25 41 23.09509,  17 19 56.285604, -25 41 41.61071,
 2003-Oct-01 18:00:00, , , 17 35 21.712144, -26 09 38.78398,  17 35 34.235608, -26 09 52.98954,
 2003-Oct-02 00:00:00, , , 17 51 01.513058, -26 31 26.67288,  17 51 14.187665, -26 31 36.42947,
 2003-Oct-02 06:00:00, , , 18 06 41.588446, -26 46 43.92207,  18 06 54.395285, -26 46 49.11737,
 2003-Oct-02 12:00:00, , , 18 22 20.139823, -26 55 30.38112,  18 22 33.058384, -26 55 30.93160,
 2003-Oct-02 18:00:00, , , 18 37 55.359804, -26 57 48.55248,  18 38 08.368525, -26 57 44.40492,
 2003-Oct-03 00:00:00, , , 18 53 25.477547, -26 53 43.49649,  18 53 38.554388, -26 53 34.62873,
 2003-Oct-03 06:00:00, , , 19 08 48.802059, -26 43 22.68155,  19 09 01.925081, -26 43 09.10246,
 2003-Oct-03 12:00:00, , , 19 24 03.761214, -26 26 55.78636,  19 24 16.909120, -26 26 37.53511,
 2003-Oct-03 18:00:00, , , 19 39 08.934697, -26 04 34.46388,  19 39 22.087327, -26 04 11.60850,
 2003-Oct-04 00:00:00, , , 19 54 03.079679, -25 36 32.07815,  19 54 16.218424, -25 36 04.71356,
 2003-Oct-04 06:00:00, , , 20 08 45.148596, -25 03 03.42599,  20 08 58.256730, -25 02 31.67162,
 2003-Oct-04 12:00:00, , , 20 23 14.299039, -24 24 24.45525,  20 23 27.361956, -24 23 48.45235,
 2003-Oct-04 18:00:00, , , 20 37 29.896253, -23 40 51.99003,  20 37 42.901611, -23 40 11.89884,
 2003-Oct-05 00:00:00, , , 20 51 31.509138, -22 52 43.47181,  20 51 44.446922, -22 51 59.46871,
 2003-Oct-05 06:00:00, , , 21 05 18.900914, -22 00 16.72303,  21 05 31.763426, -21 59 28.99779,
 2003-Oct-05 12:00:00, , , 21 18 52.015720, -21 03 49.73787,  21 19 04.797502, -21 02 58.49100,
 2003-Oct-05 18:00:00, , , 21 32 10.962378, -20 03 40.50243,  21 32 23.660096, -20 02 45.94281,
 2003-Oct-06 00:00:00, , , 21 45 15.996525, -19 00 06.84521,  21 45 28.608812, -18 59 09.18795,
 2003-Oct-06 06:00:00, , , 21 58 07.502073, -17 53 26.31704,  21 58 20.029355, -17 52 25.78161,
 2003-Oct-06 12:00:00, , , 22 10 45.972843, -16 43 56.09852,  22 10 58.417155, -16 42 52.90718,
 2003-Oct-06 18:00:00, , , 22 23 11.994983, -15 31 52.93245,  22 23 24.359774, -15 30 47.30892,
 2003-Oct-07 00:00:00, , , 22 35 26.230595, -14 17 33.07823,  22 35 38.520548, -14 16 25.24662,
 2003-Oct-07 06:00:00, , , 22 47 29.402861, -13 01 12.28499,  22 47 41.623717, -13 00 02.46900,
 2003-Oct-07 12:00:00, , , 22 59 22.282798, -11 43 05.78053,  22 59 34.441191, -11 41 54.20276,
 2003-Oct-07 18:00:00, , , 23 11 05.677673, -10 23 28.27291,  23 11 17.780977, -10 22 15.15444,
 2003-Oct-08 00:00:00, , , 23 22 40.421037, -09 02 33.96219,  23 22 52.477228, -09 01 19.52225,
 2003-Oct-08 06:00:00, , , 23 34 07.364263, -07 40 36.55999,  23 34 19.381798, -07 39 21.01579,
 2003-Oct-08 12:00:00, , , 23 45 27.369462, -06 17 49.31481,  23 45 39.357168, -06 16 32.88143,
 2003-Oct-08 18:00:00, , , 23 56 41.303614, -04 54 25.04147,  23 56 53.270586, -04 53 07.93185,
 2003-Oct-09 00:00:00, , , 00 07 50.033736, -03 30 36.15329,  00 08 01.989248, -03 29 18.57828,
 2003-Oct-09 06:00:00, , , 00 18 54.422928, -02 06 34.69597,  00 19 06.376353, -02 05 16.86444,
 2003-Oct-09 12:00:00, , , 00 29 55.327131, -00 42 32.38219,  00 30 07.287864, -00 41 14.50113,
 2003-Oct-09 18:00:00, , , 00 40 53.592435, +00 41 19.37359,  00 41 05.569824, +00 42 37.09893,
 2003-Oct-10 00:00:00, , , 00 51 50.052795, +02 04 49.42086,  00 52 02.056073, +02 06 06.78682,
 2003-Oct-10 06:00:00, , , 01 02 45.528022, +03 27 46.83954,  01 02 57.566244, +03 29 03.64391,
 2003-Oct-10 12:00:00, , , 01 13 40.821919, +04 50 00.90763,  01 13 52.903892, +04 51 16.94956,
 2003-Oct-10 18:00:00, , , 01 24 36.720451, +06 11 21.07030,  01 24 48.854673, +06 12 36.15018,
 2003-Oct-11 00:00:00, , , 01 35 33.989850, +07 31 36.91068,  01 35 46.184436, +07 32 50.83008,
 2003-Oct-11 06:00:00, , , 01 46 33.374556, +08 50 38.12254,  01 46 45.637166, +08 51 50.68423,
 2003-Oct-11 12:00:00, , , 01 57 35.594911, +10 08 14.48523,  01 57 47.932674, +10 09 25.49318,
 2003-Oct-11 18:00:00, , , 02 08 41.344539, +11 24 15.84105,  02 08 53.763972, +11 25 25.10055,
 2003-Oct-12 00:00:00, , , 02 19 51.287351, +12 38 32.07556,  02 20 03.794269, +12 39 39.39340,
 2003-Oct-12 06:00:00, , , 02 31 06.054124, +13 50 53.10106,  02 31 18.653546, +13 51 58.28577,
 2003-Oct-12 12:00:00, , , 02 42 26.238620, +15 01 08.84382,  02 42 38.934676, +15 02 11.70604,
 2003-Oct-12 18:00:00, , , 02 53 52.393250, +16 09 09.23552,  02 54 05.189076, +16 10 09.58842,
 2003-Oct-13 00:00:00, , , 03 05 25.024270, +17 14 44.20946,  03 05 37.921907, +17 15 41.86932,
 2003-Oct-13 06:00:00, , , 03 17 04.586564, +18 17 43.70214,  03 17 17.586849, +18 18 38.48903,
 2003-Oct-13 12:00:00, , , 03 28 51.478064, +19 17 57.66081,  03 29 04.580532, +19 18 49.39936,
 2003-Oct-13 18:00:00, , , 03 40 46.033929, +20 15 16.05755,  03 40 59.236710, +20 16 04.57790,
 2003-Oct-14 00:00:00, , , 03 52 48.520598, +21 09 28.91048,  03 53 01.820334, +21 10 14.04928,
 2003-Oct-14 06:00:00, , , 04 04 59.129912, +22 00 26.31235,  04 05 12.521679, +22 01 07.91395,
 2003-Oct-14 12:00:00, , , 04 17 17.973516, +22 47 58.46708,  04 17 31.450765, +22 48 36.38481,
 2003-Oct-14 18:00:00, , , 04 29 45.077792, +23 31 55.73406,  04 29 58.632317, +23 32 29.83157,
 2003-Oct-15 00:00:00, , , 04 42 20.379606, +24 12 08.68024,  04 42 34.001540, +24 12 38.83291,
 2003-Oct-15 06:00:00, , , 04 55 03.723188, +24 48 28.13941,  04 55 17.401026, +24 48 54.23585,
 2003-Oct-15 12:00:00, , , 05 07 54.858423, +25 20 45.27803,  05 08 08.579093, +25 21 07.22156,
 2003-Oct-15 18:00:00, , , 05 20 53.440890, +25 48 51.66639,  05 21 07.189855, +25 49 09.37645,
 2003-Oct-16 00:00:00, , , 05 33 59.033874, +26 12 39.35358,  05 34 12.795285, +26 12 52.76711,
 2003-Oct-16 06:00:00, , , 05 47 11.112590, +26 32 00.94464,  05 47 24.869475, +26 32 10.01728,
 2003-Oct-16 12:00:00, , , 06 00 29.070721, +26 46 49.67759,  06 00 42.805221, +26 46 54.38475,
 2003-Oct-16 18:00:00, , , 06 13 52.229322, +26 56 59.49838,  06 14 05.922955, +26 56 59.83604,
 2003-Oct-17 00:00:00, , , 06 27 19.847976, +27 02 25.13131,  06 27 33.481943, +27 02 21.11659,
 2003-Oct-17 06:00:00, , , 06 40 51.138027, +27 03 02.14284,  06 41 04.693526, +27 02 53.81420,
 2003-Oct-17 12:00:00, , , 06 54 25.277535, +26 58 46.99672,  06 54 38.736096, +26 58 34.41395,
 2003-Oct-17 18:00:00, , , 07 08 01.427542, +26 49 37.09905,  07 08 14.771359, +26 49 20.34281,
 2003-Oct-18 00:00:00, , , 07 21 38.749133, +26 35 30.83200,  07 21 51.961382, +26 35 10.00309,
 2003-Oct-18 06:00:00, , , 07 35 16.420724, +26 16 27.57579,  07 35 29.485863, +26 16 02.79405,
 2003-Oct-18 12:00:00, , , 07 48 53.655005, +25 52 27.71900,  07 49 06.559038, +25 51 59.12202,
 2003-Oct-18 18:00:00, , , 08 02 29.714989, +25 23 32.65803,  08 02 42.445692, +25 23 00.39949,
 2003-Oct-19 00:00:00, , , 08 16 03.928666, +24 49 44.78689,  08 16 16.475764, +24 49 09.03482,
 2003-Oct-19 06:00:00, , , 08 29 35.701856, +24 11 07.47936,  08 29 48.057155, +24 10 28.41419,
 2003-Oct-19 12:00:00, , , 08 43 04.528979, +23 27 45.06544,  08 43 16.686442, +23 27 02.87799,
 2003-Oct-19 18:00:00, , , 08 56 30.001542, +22 39 42.80457,  08 56 41.957323, +22 38 57.69404,
 2003-Oct-20 00:00:00, , , 09 09 51.814301, +21 47 06.85813,  09 10 03.566729, +21 46 19.03008,
 2003-Oct-20 06:00:00, , , 09 23 09.769131, +20 50 04.26329,  09 23 21.318658, +20 49 13.92777,
 2003-Oct-20 12:00:00, , , 09 36 23.776754, +19 48 42.91063,  09 36 35.125871, +19 47 50.28036,
 2003-Oct-20 18:00:00, , , 09 49 33.856530, +18 43 11.52692,  09 49 45.009653, +18 42 16.81569,
 2003-Oct-21 00:00:00, , , 10 02 40.134554, +17 33 39.66466,  10 02 51.097895, +17 32 43.08591,
 2003-Oct-21 06:00:00, , , 10 15 42.840352, +16 20 17.69913,  10 15 53.621781, +16 19 19.46471,
 2003-Oct-21 12:00:00, , , 10 28 42.302441, +15 03 16.83327,  10 28 52.911337, +15 02 17.15241,
 2003-Oct-21 18:00:00, , , 10 41 38.943011, +13 42 49.11025,  10 41 49.390115, +13 41 48.18883,
 2003-Oct-22 00:00:00, , , 10 54 33.271954, +12 19 07.43320,  10 54 43.569223, +12 18 05.47314,
 2003-Oct-22 06:00:00, , , 11 07 25.880421, +10 52 25.59092,  11 07 36.040900, +10 51 22.78983,
 2003-Oct-22 12:00:00, , , 11 20 17.434050, +09 22 58.28811,  11 20 27.471733, +09 21 54.83920,
 2003-Oct-22 18:00:00, , , 11 33 08.665913, +07 51 01.17837,  11 33 18.595636, +07 49 57.27046,
 2003-Oct-23 00:00:00, , , 11 46 00.369242, +06 16 50.89774,  11 46 10.206567, +06 15 46.71553,
 2003-Oct-23 06:00:00, , , 11 58 53.389867, +04 40 45.09643,  11 59 03.150989, +04 39 40.82095,
 2003-Oct-23 12:00:00, , , 12 11 48.618306, +03 03 02.46626,  12 11 58.319958, +03 01 58.27539,
 2003-Oct-23 18:00:00, , , 12 24 46.981362, +01 24 02.76083,  12 24 56.640728, +01 22 58.83009,
 2003-Oct-24 00:00:00, , , 12 37 49.433053, -00 15 53.19403,  12 37 59.067687, -00 16 56.69070,
 2003-Oct-24 06:00:00, , , 12 50 56.944672, -01 56 23.50276,  12 51 06.572404, -01 57 26.39205,
 2003-Oct-24 12:00:00, , , 13 04 10.493717, -03 37 05.21823,  13 04 20.132565, -03 38 07.32645,
 2003-Oct-24 18:00:00, , , 13 17 31.051468, -05 17 34.37837,  13 17 40.719534, -05 18 35.53045,
 2003-Oct-25 00:00:00, , , 13 30 59.568930, -06 57 26.06434,  13 31 09.284281, -06 58 26.08275,
 2003-Oct-25 06:00:00, , , 13 44 36.960934, -08 36 14.48263,  13 44 46.741467, -08 37 13.18645,
 2003-Oct-25 12:00:00, , , 13 58 24.088209, -10 13 33.07398,  13 58 33.951488, -10 14 30.27802,
 2003-Oct-25 18:00:00, , , 14 12 21.737339, -11 48 54.65132,  14 12 31.700408, -11 49 50.16536,
 2003-Oct-26 00:00:00, , , 14 26 30.598643, -13 21 51.56881,  14 26 40.677811, -13 22 45.19717,
 2003-Oct-26 06:00:00, , , 14 40 51.242202, -14 51 55.92365,  14 41 01.452794, -14 52 47.46493,
 2003-Oct-26 12:00:00, , , 14 55 24.092457, -16 18 39.79147,  14 55 34.448541, -16 19 29.03877,
 2003-Oct-26 18:00:00, , , 15 10 09.402111, -17 41 35.49532,  15 10 19.916196, -17 42 22.23676,
 2003-Oct-27 00:00:00, , , 15 25 07.226335, -19 00 15.90678,  15 25 17.909059, -19 00 59.92660,
 2003-Oct-27 06:00:00, , , 15 40 17.398619, -20 14 14.77605,  15 40 28.258426, -20 14 55.85619,
 2003-Oct-27 12:00:00, , , 15 55 39.509875, -21 23 07.08585,  15 55 50.552711, -21 23 45.00803,
 2003-Oct-27 18:00:00, , , 16 11 12.892633, -22 26 29.42115,  16 11 24.121670, -22 27 03.96953,
 2003-Oct-28 00:00:00, , , 16 26 56.612231, -23 24 00.34443,  16 27 08.027644, -23 24 31.30871,
 2003-Oct-28 06:00:00, , , 16 42 49.466814, -24 15 20.76333,  16 43 01.065634, -24 15 47.94223,
 2003-Oct-28 12:00:00, , , 16 58 49.997621, -25 00 14.27548,  16 59 01.773690, -25 00 37.48047,
 2003-Oct-28 18:00:00, , , 17 14 56.510472, -25 38 27.47380,  17 15 08.454507, -25 38 46.53289,
 2003-Oct-29 00:00:00, , , 17 31 07.108579, -26 09 50.19561,  17 31 19.208359, -26 10 04.95705,
 2003-Oct-29 06:00:00, , , 17 47 19.735860, -26 34 15.70009,  17 47 31.976540, -26 34 26.03574,
 2003-Oct-29 12:00:00, , , 18 03 32.228970, -26 51 40.76175,  18 03 44.593510, -26 51 46.56996,
 2003-Oct-29 18:00:00, , , 18 19 42.375384, -27 02 05.67211,  18 19 54.845065, -27 02 06.87992,
 2003-Oct-30 00:00:00, , , 18 35 47.974216, -27 05 34.14734,  18 36 00.529229, -27 05 30.71183,
 2003-Oct-30 06:00:00, , , 18 51 46.896186, -27 02 13.14572,  18 51 59.516244, -27 02 05.05465,
 2003-Oct-30 12:00:00, , , 19 07 37.139214, -26 52 12.60503,  19 07 49.804164, -26 51 59.87645,
 2003-Oct-30 18:00:00, , , 19 23 16.876624, -26 35 45.11426,  19 23 29.567015, -26 35 27.79550,
 2003-Oct-31 00:00:00, , , 19 38 44.495690, -26 13 05.53827,  19 38 57.193272, -26 12 43.70409,
 2003-Oct-31 06:00:00, , , 19 53 58.625205, -25 44 30.61497,  19 54 11.313346, -25 44 04.36527,
 2003-Oct-31 12:00:00, , , 20 08 58.151753, -25 10 18.54481,  20 09 10.815745, -25 09 48.00193,
 2003-Oct-31 18:00:00, , , 20 23 42.225187, -24 30 48.59050,  20 23 54.852460, -24 30 13.89627,
 2003-Nov-01 00:00:00, , , 20 38 10.254573, -23 46 20.70162,  20 38 22.834806, -23 45 42.01440,
 2003-Nov-01 06:00:00, , , 20 52 21.896253, -22 57 15.17563,  20 52 34.421399, -22 56 32.66741,
 2003-Nov-01 12:00:00, , , 21 06 17.035948, -22 03 52.36247,  21 06 29.500187, -22 03 06.21607,
 2003-Nov-01 18:00:00, , , 21 19 55.766786, -21 06 32.41662,  21 20 08.166419, -21 05 42.82324,
 2003-Nov-02 00:00:00, , , 21 33 18.365020, -20 05 35.09731,  21 33 30.698331, -20 04 42.25429,
 2003-Nov-02 06:00:00, , , 21 46 25.264946, -19 01 19.61502,  21 46 37.532024, -19 00 23.72397,
 2003-Nov-02 12:00:00, , , 21 59 17.034194, -17 54 04.52076,  21 59 29.236754, -17 53 05.78595,
 2003-Nov-02 18:00:00, , , 22 11 54.350311, -16 44 07.63334,  22 12 06.491503, -16 43 06.26047,
 2003-Nov-03 00:00:00, , , 22 24 17.979214, -15 31 45.99957,  22 24 30.063440, -15 30 42.19472,
 2003-Nov-03 06:00:00, , , 22 36 28.755877, -14 17 15.88172,  22 36 40.788614, -14 16 09.85068,
 2003-Nov-03 12:00:00, , , 22 48 27.567394, -13 00 52.76736,  22 48 39.555036, -12 59 44.71508,
 2003-Nov-03 18:00:00, , , 23 00 15.338430, -11 42 51.39658,  23 00 27.288135, -11 41 41.52686,
 2003-Nov-04 00:00:00, , , 23 11 53.018935, -10 23 25.80246,  23 12 04.938497, -10 22 14.31777,
 2003-Nov-04 06:00:00, , , 23 23 21.573951, -09 02 49.36105,  23 23 33.471679, -09 01 36.46253,
 2003-Nov-04 12:00:00, , , 23 34 41.975280, -07 41 14.84787,  23 34 53.859898, -07 40 00.73535,
 2003-Nov-04 18:00:00, , , 23 45 55.194780, -06 18 54.49819,  23 46 07.075330, -06 17 39.37040,
 2003-Nov-05 00:00:00, , , 23 57 02.199029, -04 56 00.06932,  23 57 14.084794, -04 54 44.12405,
 2003-Nov-05 06:00:00, , , 00 08 03.945134, -03 32 42.90294,  00 08 15.845564, -03 31 26.33731,
 2003-Nov-05 12:00:00, , , 00 19 01.377445, -02 09 13.98653,  00 19 13.302088, -02 07 56.99724,
 2003-Nov-05 18:00:00, , , 00 29 55.424973, -00 45 44.01262,  00 30 07.383420, -00 44 26.79627,
 2003-Nov-06 00:00:00, , , 00 40 46.999328, +00 37 36.56457,  00 40 59.001149, +00 38 53.81125,
 2003-Nov-06 06:00:00, , , 00 51 36.992990, +02 00 37.47596,  00 51 49.047679, +02 01 54.55579,
 2003-Nov-06 12:00:00, , , 01 02 26.277778, +03 23 08.58809,  01 02 38.394697, +03 24 25.30323,
 2003-Nov-06 18:00:00, , , 01 13 15.703370, +04 44 59.85769,  01 13 27.891683, +04 46 16.00944,
 2003-Nov-07 00:00:00, , , 01 24 06.095743, +06 06 01.29066,  01 24 18.364358, +06 07 16.67926,
 2003-Nov-07 06:00:00, , , 01 34 58.255449, +07 26 02.90554,  01 35 10.612945, +07 27 17.33006,
 2003-Nov-07 12:00:00, , , 01 45 52.955597, +08 44 54.70182,  01 46 05.410154, +08 46 07.96016,
 2003-Nov-07 18:00:00, , , 01 56 50.939494, +10 02 26.63341,  01 57 03.498806, +10 03 38.52227,
 2003-Nov-08 00:00:00, , , 02 07 52.917839, +11 18 28.58731,  02 08 05.589026, +11 19 38.90232,
 2003-Nov-08 06:00:00, , , 02 18 59.565444, +12 32 50.36808,  02 19 12.354956, +12 33 58.90402,
 2003-Nov-08 12:00:00, , , 02 30 11.517428, +13 45 21.68823,  02 30 24.430938, +13 46 28.23932,
 2003-Nov-08 18:00:00, , , 02 41 29.364866, +14 55 52.16509,  02 41 42.407155, +14 56 56.52546,
 2003-Nov-09 00:00:00, , , 02 52 53.649908, +16 04 11.32454,  02 53 06.824746, +16 05 13.28875,
 2003-Nov-09 06:00:00, , , 03 04 24.860388, +17 10 08.61199,  03 04 38.170410, +17 11 07.97576,
 2003-Nov-09 12:00:00, , , 03 16 03.424002, +18 13 33.41115,  03 16 16.870578, +18 14 29.97223,
 2003-Nov-09 18:00:00, , , 03 27 49.702152, +19 14 15.07097,  03 28 03.285261, +19 15 08.63011,
 2003-Nov-10 00:00:00, , , 03 39 43.983597, +20 12 02.94095,  03 39 57.701703, +20 12 53.30311,
 2003-Nov-10 06:00:00, , , 03 51 46.478117, +21 06 46.41528,  03 52 00.328053, +21 07 33.39091,
 2003-Nov-10 12:00:00, , , 04 03 57.310395, +21 58 14.98553,  04 04 11.287265, +21 58 58.39209,
 2003-Nov-10 18:00:00, , , 04 16 16.514426, +22 46 18.30193,  04 16 30.611523, +22 46 57.96546,
 2003-Nov-11 00:00:00, , , 04 28 44.028738, +23 30 46.24255,  04 28 58.237490, +23 31 21.99940,
 2003-Nov-11 06:00:00, , , 04 41 19.692772, +24 11 28.98961,  04 41 34.002721, +24 12 00.68825,
 2003-Nov-11 12:00:00, , , 04 54 03.244772, +24 48 17.11171,  04 54 17.643593, +24 48 44.61455,
 2003-Nov-11 18:00:00, , , 05 06 54.321511, +25 21 01.65026,  05 07 08.795072, +25 21 24.83552,
 2003-Nov-12 00:00:00, , , 05 19 52.460161, +25 49 34.20817,  05 20 06.992630, +25 49 52.97169,
 2003-Nov-12 06:00:00, , , 05 32 57.102544, +26 13 47.03846,  05 33 11.676552, +26 14 01.29535,
 2003-Nov-12 12:00:00, , , 05 46 07.601917, +26 33 33.13007,  05 46 22.198764, +26 33 42.81624,
 2003-Nov-12 18:00:00, , , 05 59 23.232341, +26 48 46.28819,  05 59 37.832252, +26 48 51.36165,
 2003-Nov-13 00:00:00, , , 06 12 43.200533, +26 59 21.20633,  06 12 57.782953, +26 59 21.64820,
 2003-Nov-13 06:00:00, , , 06 26 06.659995, +27 05 13.52750,  06 26 21.203919, +27 05 09.34266,
 2003-Nov-13 12:00:00, , , 06 39 32.727055, +27 06 19.89221,  06 39 47.211381, +27 06 11.10964,
 2003-Nov-13 18:00:00, , , 06 53 00.498345, +27 02 37.97162,  06 53 14.902236, +27 02 24.64432,
 2003-Nov-14 00:00:00, , , 07 06 29.069145, +26 54 06.48465,  07 06 43.372393, +26 53 48.68916,
 2003-Nov-14 06:00:00, , , 07 19 57.551983, +26 40 45.19872,  07 20 11.735352, +26 40 23.03433,
 2003-Nov-14 12:00:00, , , 07 33 25.094824, +26 22 34.91459,  07 33 39.140372, +26 22 08.50207,
 2003-Nov-14 18:00:00, , , 07 46 50.898259, +25 59 37.43644,  07 47 04.789621, +25 59 06.91660,
 2003-Nov-15 00:00:00, , , 08 00 14.231144, +25 31 55.52918,  08 00 27.953766, +25 31 21.06104,
 2003-Nov-15 06:00:00, , , 08 13 34.444241, +24 59 32.86542,  08 13 47.985567, +24 58 54.62429,
 2003-Nov-15 12:00:00, , , 08 26 50.981558, +24 22 33.96514,  08 27 04.331164, +24 21 52.14049,
 2003-Nov-15 18:00:00, , , 08 40 03.389203, +23 41 04.13114,  08 40 16.538871, +23 40 18.92445,
 2003-Nov-16 00:00:00, , , 08 53 11.321700, +22 55 09.38353,  08 53 24.265449, +22 54 21.00610,
 2003-Nov-16 06:00:00, , , 09 06 14.545854, +22 04 56.39650,  09 06 27.279918, +22 04 05.06733,
 2003-Nov-16 12:00:00, , , 09 19 12.942336, +21 10 32.44012,  09 19 25.465109, +21 09 38.38393,
 2003-Nov-16 18:00:00, , , 09 32 06.505246, +20 12 05.32994,  09 32 18.817188, +20 11 08.77526,
 2003-Nov-17 00:00:00, , , 09 44 55.339957, +19 09 43.38625,  09 45 07.443480, +19 08 44.56370,
 2003-Nov-17 06:00:00, , , 09 57 39.659571, +18 03 35.40485,  09 57 51.558904, +18 02 34.54568,
